PartitionKey,RowKey,Timestamp,Level,Level@type,Name,Name@type,Source,Source@type,SourceName,SourceName@type,Text,Text@type,Metadata,Metadata@type
Core,Archetype-Warchief Approach-Savage Diplomat-3,2022-05-29T01:36:27.7380074Z,3,Int32,Savage Diplomat,String,Archetype,String,Warchief Approach,String,"_**Warchief Approach:** 3rd level_
Your path necessitates that you build relationships with others, for the betterment of your tribe or yourself. You gain proficiency in one of the following skills of your choice: Persuasion or Intimidation. You can choose to learn one language in place of the skill proficiency.",String,,
Core,Archetype-Way of Balance-At-Will Barrier-10,2023-05-30T20:15:42.7159512Z,10,Int32,At-Will Barrier,String,Archetype,String,Way of Balance,String,"_**Way of Balance:** 10th level_
Your at-will universal powers grant a small boost to your Force Barrier. When you cast an at-will universal power, the barrier regains 1 hit point. You can't restore your barrier above half its maximum hit points in this way.",String,,
Core,Archetype-Way of Balance-Force Barrier-3,2023-05-30T20:15:42.7149511Z,3,Int32,Force Barrier,String,Archetype,String,Way of Balance,String,"_**Way of Balance:** 3rd level_
You can weave the Force around yourself for protection. When you cast a universal power of 1st level or higher, you can simultaneously manipulate the Force to create a barrier on yourself that lasts until you finish a long rest. The barrier has hit points equal to twice your consular level + your Wisdom or Charisma modifier (your choice). Your barrier can never have hit points greater than twice your consular level + your Wisdom or Charisma modifier (your choice).
Whenever you take damage, the barrier takes the damage instead. If this damage reduces the barrier to 0 hit points, you take any remaining damage.
While the barrier has 0 hit points, it can't absorb damage, but its power remains. Whenever you cast a universal power of 1st level or higher, the barrier regains a number of hit points equal to twice the level of the power.
Once you create the barrier, you can't create it again until you finish a long rest.",String,,
Core,Archetype-Way of Balance-Improved Suppression-14,2023-05-30T20:15:42.7159512Z,14,Int32,Improved Suppression,String,Archetype,String,Way of Balance,String,"_**Way of Balance:** 14th level_
When you cast a force power that requires you to make an ability check as a part of casting that power, such as *sever force* or *force suppression*, you add your proficiency bonus to that ability check.",String,,
Core,Archetype-Way of Balance-Projected Barrier-6,2023-05-30T20:15:42.7149511Z,6,Int32,Projected Barrier,String,Archetype,String,Way of Balance,String,"_**Way of Balance:** 6th level_
When a creature that you can see within 30 feet of you takes damage, you can use your reaction to cause your Force Barrier to absorb that damage. If this damage reduces the barrier to 0 hit points, the warded creature takes any remaining damage.",String,,
Core,Archetype-Way of Lightning-Blistering Rebuke-10,2023-05-30T20:15:42.7159512Z,10,Int32,Blistering Rebuke,String,Archetype,String,Way of Lightning,String,"_**Way of Lightning:** 10th, 13th, and 17th level_
When a creature within 5 feet of you that you can see hits you with an attack, you can use your reaction to cause the creature to make a Dexterity saving throw against your universal force save DC. On a failed save, the creature takes 1d10 plus your consular level lightning damage, is pushed back 10 feet, and becomes *shocked* until the end of their next turn. On a successful save, the creature takes half as much damage and isn't moved or *shocked*.
You can use this feature four times. You gain an additional use at 13th and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of Lightning-Blistering Rebuke-13,2023-05-30T20:15:42.7159512Z,13,Int32,Blistering Rebuke,String,Archetype,String,Way of Lightning,String,"_**Way of Lightning:** 10th, 13th, and 17th level_
When a creature within 5 feet of you that you can see hits you with an attack, you can use your reaction to cause the creature to make a Dexterity saving throw against your universal force save DC. On a failed save, the creature takes 1d10 plus your consular level lightning damage, is pushed back 10 feet, and becomes *shocked* until the end of their next turn. On a successful save, the creature takes half as much damage and isn't moved or *shocked*.
You can use this feature four times. You gain an additional use at 13th and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of Lightning-Blistering Rebuke-17,2023-05-30T20:15:42.7159512Z,17,Int32,Blistering Rebuke,String,Archetype,String,Way of Lightning,String,"_**Way of Lightning:** 10th, 13th, and 17th level_
When a creature within 5 feet of you that you can see hits you with an attack, you can use your reaction to cause the creature to make a Dexterity saving throw against your universal force save DC. On a failed save, the creature takes 1d10 plus your consular level lightning damage, is pushed back 10 feet, and becomes *shocked* until the end of their next turn. On a successful save, the creature takes half as much damage and isn't moved or *shocked*.
You can use this feature four times. You gain an additional use at 13th and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of Lightning-Electric Attunement-14,2023-05-30T20:15:42.7169505Z,14,Int32,Electric Attunement,String,Archetype,String,Way of Lightning,String,"_**Way of Lightning:** 14th level_
You gain resistance to lightning damage, and force powers you cast ignore resistance to lightning damage.",String,,
Core,Archetype-Way of Lightning-Potent Lightning-6,2023-05-30T20:15:42.7159512Z,6,Int32,Potent Lightning,String,Archetype,String,Way of Lightning,String,"_**Way of Lightning:** 6th level_
You add your governing ability modifier (minimum of +1) to any damage you deal with force powers that deal lightning damage that don't already include that modifier.",String,,
Core,Archetype-Way of Lightning-Shocking Affinity-3,2023-05-30T20:15:42.7159512Z,3,Int32,Shocking Affinity,String,Archetype,String,Way of Lightning,String,"_**Way of Lightning:** 3rd level_
When you cast a force power that deals lightning damage, you can use Wisdom or Charisma as your forcecasting ability for it.
Additionally, when you cast a damage-dealing force power that requires a force attack or saving throw, you can cause that power to instead deal lightning damage. If the power would call for a saving throw other than Dexterity, it instead calls for a Dexterity saving throw. If 
you hit with the power, or the target fails the power's saving throw, affected creatures become *shocked* until the start of your next turn. You can use this feature twice. You gain an additional use at 5th, 9th, 13th, and 17th level. You regain all expended uses when you finish a short or long rest.",String,,
Core,Archetype-Way of Suggestion-Delayed Effect-14,2023-05-30T20:15:42.7189494Z,14,Int32,Delayed Effect,String,Archetype,String,Way of Suggestion,String,"_**Way of Suggestion:** 14th level_
When you cast a force power, you can delay the effects of the force power for up to a number of rounds equal to half your consular level. If you do so, the power immediately takes effect at the start of your turn, after the specified number of rounds have passed.
Once you've used this feature, you can't use it again until you complete a long rest.",String,,
Core,Archetype-Way of Suggestion-Delicate Potency-10,2023-05-30T20:15:42.7179493Z,10,Int32,Delicate Potency,String,Archetype,String,Way of Suggestion,String,"_**Way of Suggestion:** 10th, 13th, and 17th level_
Your mind-affecting powers are particularly potent. When you cast one of *cloud mind*, *dominate mind*, *mass coerce mind*, and *dominate monster*, you can choose to treat the power as if cast at your Max Power Level.
You can use this feature four times. You gain an additional use at 13th and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of Suggestion-Delicate Potency-13,2023-05-30T20:15:42.7179493Z,13,Int32,Delicate Potency,String,Archetype,String,Way of Suggestion,String,"_**Way of Suggestion:** 10th, 13th, and 17th level_
Your mind-affecting powers are particularly potent. When you cast one of *cloud mind*, *dominate mind*, *mass coerce mind*, and *dominate monster*, you can choose to treat the power as if cast at your Max Power Level.
You can use this feature four times. You gain an additional use at 13th and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of Suggestion-Delicate Potency-17,2023-05-30T20:15:42.7189494Z,17,Int32,Delicate Potency,String,Archetype,String,Way of Suggestion,String,"_**Way of Suggestion:** 10th, 13th, and 17th level_
Your mind-affecting powers are particularly potent. When you cast one of *cloud mind*, *dominate mind*, *mass coerce mind*, and *dominate monster*, you can choose to treat the power as if cast at your Max Power Level.
You can use this feature four times. You gain an additional use at 13th and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of Suggestion-Out of Mind-6,2023-05-30T20:15:42.7179493Z,6,Int32,Out of Mind,String,Archetype,String,Way of Suggestion,String,"_**Way of Suggestion:** 6th level_
You can erase yourself from a single creature's sight momentarily. As a bonus action, choose a creature within 60 feet of you that you are aware of. That creature must make a  Wisdom saving throw against your universal force save DC. On a failed save, you become invisible to that creature for 1 minute, or until you deal damage to it.
Once you've used this feature, you can't use it again until you finish a short or long rest.",String,,
Core,Archetype-Way of Suggestion-Subtle Control-3,2023-05-30T20:15:42.7179493Z,3,Int32,Subtle Control,String,Archetype,String,Way of Suggestion,String,"_**Way of Suggestion:** 3rd level_
You can befuddle a creature's mind with nothing but a gesture. As an action, you can cause a creature you can see within 30 feet to make a Wisdom saving throw against your universal force save DC. On a failed save, you can force the creature to believe or forget a single aspect of a conversation, observation or encounter it had that you were present for in the past 10 minutes. Whether the creature succeeds or fails their saving throw, you can't use this feature on them again until you finish a long rest. 
Additionally, creatures who attempt to detect your use of the Force have disadvantage on ability checks to do so, and if a creature has the *sense force* or *force sight* power active, they must succeed on a universal forcecasting ability check against your universal force save DC in order to notice your usage of the Force, your alignment within the Force, or how strong your connection to the Force is. ",String,,
Core,Archetype-Way of the Sage-Blessed Healer-10,2023-05-30T20:15:42.7179493Z,10,Int32,Blessed Healer,String,Archetype,String,Way of the Sage,String,"_**Way of the Sage:** 10th level_
The healing powers you cast on others heal you as well. When you cast a force power that restores hit points to a creature other than you, you regain hit points equal to 2 + the power's level.",String,,
Core,Archetype-Way of the Sage-Blessed by the Force-14,2023-05-30T20:15:42.7179493Z,14,Int32,Blessed by the Force,String,Archetype,String,Way of the Sage,String,"_**Way of the Sage:** 14th level_
You gain the ability to overcome grievous injuries. As a bonus action when you have fewer than half your hit points remaining, you can regain a number of hit points equal to half your hit point maximum.
Once you've used this feature, you can't use it again until you finish a long rest.",String,,
Core,Archetype-Way of the Sage-Disciple of Life-3,2023-05-30T20:15:42.7169505Z,3,Int32,Disciple of Life,String,Archetype,String,Way of the Sage,String,"_**Way of the Sage:** 3rd level_
When you cast a force power that restores hit points, you can use Wisdom or Charisma as your forcecasting ability for it. 
Additionally, whenever you use a force power of 1st level or higher to restore hit points to a creature, the creature regains extra hit points equal to 2 + the power's level.",String,,
Core,Archetype-Way of the Sage-Preserve Life-13,2023-05-30T20:15:42.7169505Z,13,Int32,Preserve Life,String,Archetype,String,Way of the Sage,String,"_**Way of the Sage:** 6th, 9th, 13th, and 17th level_
As an action, you can channel the Force and evoke healing energy that restores a number of hit points equal to five times your consular level. Choose any creatures within 30 feet of you, and divide those hit points among them. This feature can restore a creature to no more than half its hit point maximum. This feature has no effect on droids or constructs.
You can use this feature three times. You gain an additional use at 9th, 13th, and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of the Sage-Preserve Life-17,2023-05-30T20:15:42.7169505Z,17,Int32,Preserve Life,String,Archetype,String,Way of the Sage,String,"_**Way of the Sage:** 6th, 9th, 13th, and 17th level_
As an action, you can channel the Force and evoke healing energy that restores a number of hit points equal to five times your consular level. Choose any creatures within 30 feet of you, and divide those hit points among them. This feature can restore a creature to no more than half its hit point maximum. This feature has no effect on droids or constructs.
You can use this feature three times. You gain an additional use at 9th, 13th, and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of the Sage-Preserve Life-6,2023-05-30T20:15:42.7169505Z,6,Int32,Preserve Life,String,Archetype,String,Way of the Sage,String,"_**Way of the Sage:** 6th, 9th, 13th, and 17th level_
As an action, you can channel the Force and evoke healing energy that restores a number of hit points equal to five times your consular level. Choose any creatures within 30 feet of you, and divide those hit points among them. This feature can restore a creature to no more than half its hit point maximum. This feature has no effect on droids or constructs.
You can use this feature three times. You gain an additional use at 9th, 13th, and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Archetype-Way of the Sage-Preserve Life-9,2023-05-30T20:15:42.7169505Z,9,Int32,Preserve Life,String,Archetype,String,Way of the Sage,String,"_**Way of the Sage:** 6th, 9th, 13th, and 17th level_
As an action, you can channel the Force and evoke healing energy that restores a number of hit points equal to five times your consular level. Choose any creatures within 30 feet of you, and divide those hit points among them. This feature can restore a creature to no more than half its hit point maximum. This feature has no effect on droids or constructs.
You can use this feature three times. You gain an additional use at 9th, 13th, and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Class-Berserker-Ability Score Improvement-12,2023-05-30T20:15:43.3905665Z,12,Int32,Ability Score Improvement,String,Class,String,Berserker,String,"_**Berserker:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Berserker-Ability Score Improvement-16,2023-05-30T20:15:43.3905665Z,16,Int32,Ability Score Improvement,String,Class,String,Berserker,String,"_**Berserker:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Berserker-Ability Score Improvement-19,2023-05-30T20:15:43.3905665Z,19,Int32,Ability Score Improvement,String,Class,String,Berserker,String,"_**Berserker:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Berserker-Ability Score Improvement-4,2023-05-30T20:15:43.3905665Z,4,Int32,Ability Score Improvement,String,Class,String,Berserker,String,"_**Berserker:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Berserker-Ability Score Improvement-8,2023-05-30T20:15:43.3905665Z,8,Int32,Ability Score Improvement,String,Class,String,Berserker,String,"_**Berserker:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Berserker-Berserker Approach-10,2023-05-30T20:15:43.3905665Z,10,Int32,Berserker Approach,String,Class,String,Berserker,String,"_**Berserker:** 3rd, 6th, 10th, and 14th level_
You choose an approach that shapes the nature of your rage which is detailed at the end of the class description. ",String,,
Core,Class-Berserker-Berserker Approach-14,2023-05-30T20:15:43.3905665Z,14,Int32,Berserker Approach,String,Class,String,Berserker,String,"_**Berserker:** 3rd, 6th, 10th, and 14th level_
You choose an approach that shapes the nature of your rage which is detailed at the end of the class description. ",String,,
Core,Class-Berserker-Berserker Approach-3,2023-05-30T20:15:43.389567Z,3,Int32,Berserker Approach,String,Class,String,Berserker,String,"_**Berserker:** 3rd, 6th, 10th, and 14th level_
You choose an approach that shapes the nature of your rage which is detailed at the end of the class description. ",String,,
Core,Class-Berserker-Berserker Approach-6,2023-05-30T20:15:43.389567Z,6,Int32,Berserker Approach,String,Class,String,Berserker,String,"_**Berserker:** 3rd, 6th, 10th, and 14th level_
You choose an approach that shapes the nature of your rage which is detailed at the end of the class description. ",String,,
Core,Class-Berserker-Berserker Instincts-2,2023-05-30T20:15:43.389567Z,2,Int32,Berserker Instincts,String,Class,String,Berserker,String,"_**Berserker:** 2nd level_
You've honed two instincts, as detailed at the end of the class description, and you hone more at higher levels, as shown in the Berserker Instincts column of the berserker table.",String,,
Core,Class-Berserker-Brutal Critical-13,2023-05-30T20:15:43.3905665Z,13,Int32,Brutal Critical,String,Class,String,Berserker,String,"_**Berserker:** 9th, 13th, and 17th level_
You can roll one additional weapon damage die when determining the extra damage for a critical hit with a melee attack. 
This increases to two additional dice at 13th level and three additional dice at 17th level.",String,,
Core,Class-Berserker-Brutal Critical-17,2023-05-30T20:15:43.3915654Z,17,Int32,Brutal Critical,String,Class,String,Berserker,String,"_**Berserker:** 9th, 13th, and 17th level_
You can roll one additional weapon damage die when determining the extra damage for a critical hit with a melee attack. 
This increases to two additional dice at 13th level and three additional dice at 17th level.",String,,
Core,Class-Berserker-Brutal Critical-9,2023-05-30T20:15:43.3905665Z,9,Int32,Brutal Critical,String,Class,String,Berserker,String,"_**Berserker:** 9th, 13th, and 17th level_
You can roll one additional weapon damage die when determining the extra damage for a critical hit with a melee attack. 
This increases to two additional dice at 13th level and three additional dice at 17th level.",String,,
Core,Class-Berserker-Danger Sense-3,2023-05-30T20:15:43.389567Z,3,Int32,Danger Sense,String,Class,String,Berserker,String,"_**Berserker:** 3rd level_
You gain an uncanny sense of when things nearby aren't as they should be, giving you an edge when you dodge away from danger. You have advantage on Dexterity saving throws against effects that you can see, such as traps and powers. To gain this benefit, you can't be blinded, deafened, or incapacitated.",String,,
Core,Class-Berserker-Extra Attack-5,2023-05-30T20:15:43.3905665Z,5,Int32,Extra Attack,String,Class,String,Berserker,String,"_**Berserker:** 5th level_
You can attack twice, instead of once, whenever you take the Attack action on your turn.",String,,
Core,Class-Berserker-Feral Impulse-7,2023-05-30T20:15:43.3905665Z,7,Int32,Feral Impulse,String,Class,String,Berserker,String,"_**Berserker:** 7th level_
Your instincts are so honed that you have advantage on initiative checks.
Additionally, if you are surprised at the start of combat and aren't incapacitated, you can act normally on your first turn, but only if you enter your rage before doing anything else on that turn.",String,,
Core,Class-Berserker-Indomitable Might-18,2023-05-30T20:15:43.3915654Z,18,Int32,Indomitable Might,String,Class,String,Berserker,String,"_**Berserker:** 18th level_
If your total for a Strength check is less than your Strength score, you can use that score in place of the total.",String,,
Core,Class-Berserker-Persistent Rage-15,2023-05-30T20:15:43.3915654Z,15,Int32,Persistent Rage,String,Class,String,Berserker,String,"_**Berserker:** 15th level_
Your rage is so fierce that it ends early only if you fall unconscious or if you choose to end it.",String,,
Core,Class-Berserker-Primal Champion-20,2023-05-30T20:15:43.3915654Z,20,Int32,Primal Champion,String,Class,String,Berserker,String,"_**Berserker:** 20th level_
You embody the power of the wilds. Your Strength or Dexterity score increases by 2, and your Constitution score increases by 2. Your maximum for those scores increases by 2.
Additionally, you can enter rage an unlimited number of times, and entering rage no longer requires your bonus action on your turn.",String,,
Core,Class-Berserker-Rage-1,2023-05-30T20:15:43.389567Z,1,Int32,Rage,String,Class,String,Berserker,String,"_**Berserker:** 1st level_
In battle, you fight with primal ferocity. On your turn, you can enter a rage as a bonus action if you aren't wearing heavy armor.
While raging, you gain the following benefits:
- You have advantage on Strength checks and Strength saving throws.
- When you make a melee weapon attack using Strength, you gain a bonus to the damage roll that increases as you gain levels as a berserker, as shown in the Rage Damage column of the berserker table.
- You have resistance to kinetic and energy damage.
If you are able to cast powers, you can't cast them or concentrate on them while raging.
Your rage lasts for 1 minute. It ends early if you are knocked unconscious, you don heavy armor, or if your turn ends and you haven't taken a hostile action or taken damage since your last turn. You can also end your rage on your turn as a bonus action.
You can enter a rage a number of times as shown in the Rages column of the berserker table. You regain all expended uses when you complete a long rest.",String,,
Core,Class-Berserker-Reckless Attack-2,2023-05-30T20:15:43.389567Z,2,Int32,Reckless Attack,String,Class,String,Berserker,String,"_**Berserker:** 2nd level_
You can throw aside all concern for defense to attack with fierce desperation. When you make your first attack on your turn, you can decide to attack recklessly. Doing so gives you advantage on melee weapon attack rolls using Strength during this turn, but attack rolls against you have advantage until your next turn.",String,,
Core,Class-Berserker-Relentless Rage-11,2023-05-30T20:15:43.3915654Z,11,Int32,Relentless Rage,String,Class,String,Berserker,String,"_**Berserker:** 11th level_
Your rage can keep you fighting despite grievous wounds. If you drop to 0 hit points while you're raging and don't die outright, you can make a DC 10 Constitution saving throw. If you succeed, you drop to 1 hit point instead. Each time you use this feature after the first, the DC increases by 5. When you finish a short or long rest, the DC resets to 10.",String,,
Core,Class-Berserker-Unarmored Defense-1,2023-05-30T20:15:43.389567Z,1,Int32,Unarmored Defense,String,Class,String,Berserker,String,"_**Berserker:** 1st level_
While you are not wearing any armor, your Armor Class equals 10 + your Dexterity modifier + your Constitution modifier. You can use a shield and still gain this benefit.",String,,
Core,Class-Consular-Ability Score Improvement-12,2023-05-30T20:15:43.3925649Z,12,Int32,Ability Score Improvement,String,Class,String,Consular,String,"_**Consular:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Consular-Ability Score Improvement-16,2023-05-30T20:15:43.3925649Z,16,Int32,Ability Score Improvement,String,Class,String,Consular,String,"_**Consular:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Consular-Ability Score Improvement-19,2023-05-30T20:15:43.3925649Z,19,Int32,Ability Score Improvement,String,Class,String,Consular,String,"_**Consular:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Consular-Ability Score Improvement-4,2023-05-30T20:15:43.3925649Z,4,Int32,Ability Score Improvement,String,Class,String,Consular,String,"_**Consular:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Consular-Ability Score Improvement-8,2023-05-30T20:15:43.3925649Z,8,Int32,Ability Score Improvement,String,Class,String,Consular,String,"_**Consular:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Consular-Consular Tradition-10,2023-05-30T20:15:43.3925649Z,10,Int32,Consular Tradition,String,Class,String,Consular,String,"_**Consular:** 3rd, 6th, 10th, 14th, and 18th level_
You choose a consular tradition, which is detailed at the end of the class description. ",String,,
Core,Class-Consular-Consular Tradition-14,2023-05-30T20:15:43.3925649Z,14,Int32,Consular Tradition,String,Class,String,Consular,String,"_**Consular:** 3rd, 6th, 10th, 14th, and 18th level_
You choose a consular tradition, which is detailed at the end of the class description. ",String,,
Core,Class-Consular-Consular Tradition-18,2023-05-30T20:15:43.3925649Z,18,Int32,Consular Tradition,String,Class,String,Consular,String,"_**Consular:** 3rd, 6th, 10th, 14th, and 18th level_
You choose a consular tradition, which is detailed at the end of the class description. ",String,,
Core,Class-Consular-Consular Tradition-3,2023-05-30T20:15:43.3925649Z,3,Int32,Consular Tradition,String,Class,String,Consular,String,"_**Consular:** 3rd, 6th, 10th, 14th, and 18th level_
You choose a consular tradition, which is detailed at the end of the class description. ",String,,
Core,Class-Consular-Consular Tradition-6,2023-05-30T20:15:43.3925649Z,6,Int32,Consular Tradition,String,Class,String,Consular,String,"_**Consular:** 3rd, 6th, 10th, 14th, and 18th level_
You choose a consular tradition, which is detailed at the end of the class description. ",String,,
Core,Class-Consular-Force Affinity-3,2023-05-30T20:15:43.3915654Z,3,Int32,Force Affinity,String,Class,String,Consular,String,"_**Consular:** 3rd level_
You've developed an affinity for one of the three aspects of the Force: the Ashla, the Bendu, or the Bogan. Choose one from the following:
#### Ashla
When you successfully cast a light side power, either your or the target's (your choice) hit point maximum and current hit points increase by an amount equal to the power's level. This effect lasts for 1 minute. You can only have one instance of this effect active at a time.
#### Bendu
You can add both your Wisdom and Charisma modifier to your maximum number of force points, instead of just one.
#### Bogan
Your dark side power damage rolls gain a minimum roll threshold, discussed in chapter 7.",String,,
Core,Class-Consular-Force Recovery-1,2023-05-30T20:15:43.3915654Z,1,Int32,Force Recovery,String,Class,String,Consular,String,"_**Consular:** 1st level_
You have learned to regain some of your energy by briefly meditating. When you finish a short rest, you can regain a number of force points equal to half your consular level + your Wisdom or Charisma modifier (your choice, minimum of one). Once you've used this feature, you must complete a long rest before you can use it again.",String,,
Core,Class-Consular-Force Shield-2,2023-05-30T20:15:43.3915654Z,2,Int32,Force Shield,String,Class,String,Consular,String,"_**Consular:** 2nd level_
You learn how to defend yourself purely through your strength with the Force. When you are hit by an attack, you can use your reaction to shroud yourself in Force energy. Until the start of your next turn, you have a bonus to AC equal to your Wisdom or Charisma modifier (your choice, minimum of +1). This includes the triggering attack.
You can use this feature twice. You gain an additional use at 5th, 9th, 13th, and 17th level. You regain all expended uses when you finish a long rest.",String,,
Core,Class-Consular-Force-Empowered Casting-17,2022-08-17T00:39:14.6847744Z,17,Int32,Force-Empowered Casting,String,Class,String,Consular,String,"_**Consular:** 2nd, 9th, and 17th level_
You gain the ability to twist your powers to suit your needs. When you cast a force power, you can expend additional force points to modify the power. You gain two of the following Force-Empowered Casting options of your choice, located at the end of the class description. You gain another one at 9th and 17th level.
You can use only one Force-Empowered Casting option on a power when you cast it, unless otherwise noted.",String,,
Core,Class-Consular-Force-Empowered Casting-2,2023-05-30T20:15:43.3915654Z,2,Int32,Force-Empowered Casting,String,Class,String,Consular,String,"_**Consular:** 2nd level_
You gain the ability to twist your powers to suit your needs. When you cast a force power, you can expend additional force points to modify the power. You gain two Force-Empowered Casting options, located at the end of the class description, and you learn more at higher levels, as shown in the Force-Empowered Casting Options of the cnosular table.
You can use only one Force-Empowered Casting option on a power when you cast it, unless otherwise noted.",String,,
Core,Class-Consular-Force-Empowered Casting-9,2022-08-17T00:39:14.6847744Z,9,Int32,Force-Empowered Casting,String,Class,String,Consular,String,"_**Consular:** 2nd, 9th, and 17th level_
You gain the ability to twist your powers to suit your needs. When you cast a force power, you can expend additional force points to modify the power. You gain two of the following Force-Empowered Casting options of your choice, located at the end of the class description. You gain another one at 9th and 17th level.
You can use only one Force-Empowered Casting option on a power when you cast it, unless otherwise noted.",String,,
Core,Class-Consular-Forcecasting-1,2023-05-30T20:15:43.3915654Z,1,Int32,Forcecasting,String,Class,String,Consular,String,"_**Consular:** 1st level_
In your meditations on the force, you have learned powers, fragments of knowledge that imbue you with an abiding force ability. See chapter 10 for the general rules of forcecasting and chapter 11 for the force powers list.
#### Force Powers Known
You learn 9 force powers of your choice, and you learn more at higher levels, as shown in the Force Powers Known column of the consular table. You may not learn a force power of a level higher than your Max Power Level, and you may learn a force power at the same time you learn its prerequisite.
#### Force Points
You have a number of force points equal to your consular level x 4, as shown in the Force Points column of the consular table, + your Wisdom or Charisma modifier (your choice). You use these force points to cast force powers. You regain all expended force points when you finish a long rest.
#### Max Power Level
Many force powers can be overpowered, consuming more force points to create a greater effect. You can overpower these abilities to a maximum level, which increases at higher levels, as shown in the Max Power Level column of the consular table.
You may only cast force powers at 6th, 7th, 8th, and 9th-level once. You regain the ability to do so after a long rest.
#### Forcecasting Ability
Your forcecasting ability varies based on the alignment of the powers you cast. You use Wisdom for light side powers, Charisma for dark side powers, and Wisdom or Charisma for universal powers (your choice). You use this ability whenever a power refers to your forcecasting ability. Additionally, you use this ability modifier when setting the saving throw DC for a force power you cast and when making an attack roll with one.
___
**Force save DC** = 8 + your proficiency bonus + your forcecasting ability modifier
___
**Force attack modifier** = your proficiency bonus + your forcecasting ability modifier
___",String,,
Core,Class-Consular-One with the Force-20,2023-05-30T20:15:43.3925649Z,20,Int32,One with the Force,String,Class,String,Consular,String,"_**Consular:** 20th level_
Your attunement to the Force is absolute. Your Wisdom or Charisma score increases by 4, and your maximum for this score increases by 4. Additionally, you gain mastery over a single force power, and can cast it with little effort. Choose one 3rd-level force power that you know as your signature power. You can cast it once at 3rd level without expending force points. When you do so, you can't do so again until you finish a short or long rest.
If you want to cast it at a higher level, you must expend force points as normal.",String,,
Core,Class-Engineer-Ability Score Improvement-12,2023-05-30T20:15:43.3945638Z,12,Int32,Ability Score Improvement,String,Class,String,Engineer,String,"_**Engineer:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Engineer-Ability Score Improvement-16,2023-05-30T20:15:43.3945638Z,16,Int32,Ability Score Improvement,String,Class,String,Engineer,String,"_**Engineer:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Engineer-Ability Score Improvement-19,2023-05-30T20:15:43.3945638Z,19,Int32,Ability Score Improvement,String,Class,String,Engineer,String,"_**Engineer:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Engineer-Ability Score Improvement-4,2023-05-30T20:15:43.3935639Z,4,Int32,Ability Score Improvement,String,Class,String,Engineer,String,"_**Engineer:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
Core,Class-Engineer-Ability Score Improvement-8,2023-05-30T20:15:43.3945638Z,8,Int32,Ability Score Improvement,String,Class,String,Engineer,String,"_**Engineer:** 4th, 8th, 12th, 16th, and 19th level_
You can increase one ability score by 2, or you can increase two ability scores by 1. You can't increase an ability score above 20 using this feature.",String,,
