PartitionKey,RowKey,Timestamp,ArmorClassification,ArmorClassification@type,ContentSource,ContentSource@type,ContentType,ContentType@type,Cost,Cost@type,DamageDieModifier,DamageDieModifier@type,DamageDieType,DamageDieType@type,DamageNumberOfDice,DamageNumberOfDice@type,DamageType,DamageType@type,EquipmentCategory,EquipmentCategory@type,ModesJson,ModesJson@type,Name,Name@type,PropertiesJson,PropertiesJson@type,PropertiesMapJson,PropertiesMapJson@type,StealthDisadvantage,StealthDisadvantage@type,WeaponClassification,WeaponClassification@type,Weight,Weight@type,Description,Description@type,AC,AC@type,StrengthRequirement,StrengthRequirement@type
Core,"Grenade, corrosive",2023-05-30T20:15:17.199503Z,Unknown,String,WH,String,Core,String,200,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, corrosive",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Constitution saving throw. A creature takes 2d8 acid damage on a failed save, or half as much as on a successful one. If this damage reduces a creature to 0 hit points, it must make a DC 13 Constitution saving throw. On a failed save, it dies immediately without making death saving throws. A disintegrated creature and everything unenhanced it is wearing or carrying are reduced to a pile of fine gray dust. A creature destroyed in this way can not be revitalized.",String,,,,
Core,"Grenade, cryo",2023-05-30T20:15:17.199503Z,Unknown,String,WH,String,Core,String,325,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, cryo",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Constitution saving throw. A creature takes 2d6 cold damage on a failed save, or half as much as on a successful one. Additionally, on a failed save, a creature gains 1 slowed level for 1 minute. At the end of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,"Grenade, deafening",2023-05-30T20:15:17.199503Z,Unknown,String,WH,String,Core,String,225,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, deafening",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Constitution saving throw. A creature takes 2d6 sonic damage on a failed save, or half as much as on a successful one. 

Additionally, on a failed save, a creature is deafened for 1 minute. At the end of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,"Grenade, electrifying",2023-05-30T20:15:17.199503Z,Unknown,String,WH,String,Core,String,300,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, electrifying",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Dexterity saving throw. A creature takes 2d6 lightning damage on a failed save, or half as much as on a successful one. 

Additionally, on a failed save, a creature is shocked for 1 minute. At the end of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,"Grenade, flash",2023-05-30T20:15:17.199503Z,Unknown,String,WH,String,Core,String,350,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, flash",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Constitution saving throw. On a failed save, a creature is blinded for 1 minute. At the start of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,"Grenade, fragmentation",2023-05-30T20:15:38.9640901Z,Unknown,String,PHB,String,Core,String,100,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, fragmentation",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Dexterity saving throw. A creature takes 2d10 kinetic damage on a failed save, or half as much as on a successful one.",String,,,,
Core,"Grenade, gas",2023-05-30T20:15:38.9640901Z,Unknown,String,PHB,String,Core,String,300,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, gas",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. The grenade explodes, filling the air in a 10-foot-radius sphere with yellow-green fog for 1 minute. The fog spreads around corners, and its area is heavily obscured. It lasts for 1 minute or until a wind of at least 10 miles per hour disperses it.

When a creature enters the fog or starts its turn there, it creature must make a DC 14 Constitution saving throw. The creature takes 2d6 poison damage on a failed save, or half as much damage on a successful one. Additionally, on a failed save, the creature is poisoned while it is in the cloud. Droids, constructs and humanoids wearing appropriate protective equipment are unaffected.",String,,,,
Core,"Grenade, incendiary",2023-05-30T20:15:17.199503Z,Unknown,String,WH,String,Core,String,275,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, incendiary",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. The grenade explodes, setting the ground in a 10-foot radius ablaze for 1 minute. The fire ignites any flammable objects in the area that aren't being worn or carried.

When a creature enters the fire or starts its turn there, it creature must make a DC 14 Dexterity saving throw. The creature takes 2d8 fire damage on a failed save, or half as much damage on a successful one. ",String,,,,
Core,"Grenade, ion",2023-05-30T20:15:38.9650903Z,Unknown,String,PHB,String,Core,String,250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, ion",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Dexterity saving throw. A creature takes 2d6 ion damage on a failed save, or half as much as on a successful one. Any electronics within the blast radius are disabled until rebooted. ",String,,,,
Core,"Grenade, panic",2023-05-30T20:15:17.200502Z,Unknown,String,WH,String,Core,String,375,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, panic",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Wisdom saving throw. A creature takes 2d6 psychic damage on a failed save, or half as much as on a successful one. 

Additionally, on a failed save, a creature becomes frightened of you for 1 minute. At the start of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,"Grenade, plasma",2023-05-30T20:15:38.9650903Z,Unknown,String,PHB,String,Core,String,125,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, plasma",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Dexterity saving throw. A creature takes 2d10 energy damage on a failed save, or half as much as on a successful one.",String,,,,
Core,"Grenade, stun",2023-05-30T20:15:17.200502Z,Unknown,String,WH,String,Core,String,250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Grenade, stun",String,,String,,String,false,Boolean,Unknown,String,1,String,"Grenades can be set to detonate on impact or with a timer that causes them to explode on initiative count 20 (losing all initiative ties). As an action, you can prime and throw a grenade at a point you can see within 30 feet + your Strength modifier x 5. Each creature within 10 feet must make a DC 14 Constitution saving throw. On a failed save, a creature is stunned until the end of their next turn.

Additionally, on a failed save, a creature is unconscious for 1 minute, until it takes damage, or until someone uses an action to shake or slap the creature awake. At the end of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,Guard shoto,2023-05-30T20:15:17.4313708Z,Unknown,String,WH,String,Core,String,375,Int32,0,Int32,4,Int32,1,Int32,Energy,String,Weapon,String,[],String,Guard shoto,String,"[""Defensive 1"",""finesse"",""hidden"",""light luminous""]",String,"{""Defensive"":""Defensive 1"",""Finesse"":""finesse"",""Hidden"":""hidden"",""Light"":""light luminous""}",String,false,Boolean,MartialLightweapon,String,1.25,String,,,,,,
Core,Hand BKG,2023-05-30T20:15:17.4253742Z,Unknown,String,WH,String,Core,String,1550,Int32,0,Int32,10,Int32,1,Int32,Energy,String,Weapon,String,[],String,Hand BKG,String,"[""Brutal 1"",""disintegrate 13"",""keen 1"",""power cell (range 50/200)"",""reload 4"",""strength 15""]",String,"{""Brutal"":""Brutal 1"",""Disintegrate"":""disintegrate 13"",""Keen"":""keen 1"",""Power Cell"":""power cell (range 50/200)"",""Reload"":""reload 4"",""Strength"":""strength 15""}",String,false,Boolean,MartialBlaster,String,10,String,,,,,,
Core,Hand blaster,2023-05-30T20:15:17.4253742Z,Unknown,String,WH,String,Core,String,500,Int32,0,Int32,4,Int32,1,Int32,Energy,String,Weapon,String,[],String,Hand blaster,String,"[""Keen 1"",""light"",""power cell (range 40/160)"",""reload 8""]",String,"{""Keen"":""Keen 1"",""Light"":""light"",""Power Cell"":""power cell (range 40/160)"",""Reload"":""reload 8""}",String,false,Boolean,MartialBlaster,String,0.5,String,,,,,,
Core,Hand cannon,2023-05-30T20:15:17.4253742Z,Unknown,String,WH,String,Core,String,1300,Int32,0,Int32,10,Int32,1,Int32,Kinetic,String,Weapon,String,[],String,Hand cannon,String,"[""Brutal 1"",""slug cartridge (range 25/100)"",""reload 8"",""strength 11"",""two-handed""]",String,"{""Brutal"":""Brutal 1"",""Range"":""slug cartridge (range 25/100)"",""Reload"":""reload 8"",""Strength"":""strength 11"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,10.5,String,,,,,,
Core,Hand prosthesis,2023-05-30T20:15:17.2025011Z,Unknown,String,WH,String,Core,String,225,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Medical,String,[],String,Hand prosthesis,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
Core,Heat generator,2023-05-30T20:15:38.969087Z,Unknown,String,PHB,String,Core,String,400,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Utility,String,[],String,Heat generator,String,,String,,String,false,Boolean,Unknown,String,4,String,"Heat generators are special devices typically worn on belts that function as a portable, personal heat supply. Activating or deactivating the generator requires a bonus action and, while active, you are adapted to cold climates, as described in chapter 5 of the Dungeon Master's Guide. The generator lasts for 10 minutes and can be recharged by a power source or replacing the power cell.",String,,,,
Core,Heavy blaster rifle,2023-05-30T20:15:38.6812514Z,Unknown,String,PHB,String,Core,String,1025,Int32,0,Int32,4,Int32,2,Int32,Energy,String,Weapon,String,[],String,Heavy blaster rifle,String,"[""Power cell (range 100/400)"",""rapid 2"",""reload 8"",""strength 13"",""two-handed""]",String,"{""Power Cell"":""Power cell (range 100/400)"",""Rapid"":""rapid 2"",""Reload"":""reload 8"",""Strength"":""strength 13"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,10,String,,,,,,
Core,Heavy bowcaster,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,1750,Int32,0,Int32,12,Int32,1,Int32,Energy,String,Weapon,String,[],String,Heavy bowcaster,String,"[""Burst 2"",""power cell (range 90/360)"",""reload 4"",""strength 17"",""two-handed""]",String,"{""Burst"":""Burst 2"",""Power Cell"":""power cell (range 90/360)"",""Reload"":""reload 4"",""Strength"":""strength 17"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,15.5,String,,,,,,
Core,Heavy carbine,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,775,Int32,0,Int32,8,Int32,1,Int32,Energy,String,Weapon,String,[],String,Heavy carbine,String,"[""Power cell (range 60/240)"",""rapid 4"",""reload 16"",""strength 11"",""two-handed""]",String,"{""Power Cell"":""Power cell (range 60/240)"",""Rapid"":""rapid 4"",""Reload"":""reload 16"",""Strength"":""strength 11"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,7.5,String,,,,,,
Core,Heavy exoskeleton,2023-05-30T20:15:38.6902469Z,Heavy,String,PHB,String,Core,String,9000,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Heavy exoskeleton,String,"[""Bulky"",""strength 17""]",String,"{""Bulky"":""Bulky"",""Strength"":""strength 17""}",String,true,Boolean,Unknown,String,65,String,Heavy exoskeletons are virtually the heaviest armor acquirable during the Galactic War. It is ideal for extreme combat situations that involved direct damage and also offers a very good level of protection in sacrifice of dexterity. Some consider it claustrophobic but that was the trade-off for safety.,String,18,String,,String
Core,Heavy physical shield,2023-05-30T20:15:38.6912462Z,Shield,String,PHB,String,Core,String,500,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Heavy physical shield,String,"[""Obtrusive"",""strength 15""]",String,"{"""":""Obtrusive"",""Strength"":""strength 15""}",String,false,Boolean,Unknown,String,36,String,,,+3,String,,String
Core,Heavy pistol,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,300,Int32,0,Int32,8,Int32,1,Int32,Energy,String,Weapon,String,[],String,Heavy pistol,String,"[""Power cell (range 45/180)"",""reload 16""]",String,"{""Power Cell"":""Power cell (range 45/180)"",""Reload"":""reload 16""}",String,false,Boolean,MartialBlaster,String,4,String,,,,,,
Core,Heavy repeater,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,1225,Int32,0,Int32,4,Int32,2,Int32,Energy,String,Weapon,String,[],String,Heavy repeater,String,"[""Auto"",""burst 4"",""power cell (range 80/320)"",""rapid 4"",""reload 8"",""strength 13"",""two-handed""]",String,"{""Auto"":""Auto"",""Burst"":""burst 4"",""Power Cell"":""power cell (range 80/320)"",""Rapid"":""rapid 4"",""Reload"":""reload 8"",""Strength"":""strength 13"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,11,String,,,,,,
Core,Heavy shield generator,2023-05-30T20:15:38.6922457Z,Shield,String,PHB,String,Core,String,1250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Heavy shield generator,String,[],String,{},String,false,Boolean,Unknown,String,12,String,,,+3,String,,String
Core,Heavy shotgun,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,1125,Int32,0,Int32,4,Int32,2,Int32,Kinetic,String,Weapon,String,[],String,Heavy shotgun,String,"[""Burst 2"",""reload 8"",""slug cartridge (range 60/240)"",""strength 13"",""two-handed""]",String,"{""Burst"":""Burst 2"",""Reload"":""reload 8"",""Range"":""slug cartridge (range 60/240)"",""Strength"":""strength 13"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,9.5,String,,,,,,
Core,Heavy slugpistol,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,375,Int32,0,Int32,8,Int32,1,Int32,Kinetic,String,Weapon,String,[],String,Heavy slugpistol,String,"[""Rapid 8"",""reload 12"",""slug cartridge (range 30/120)""]",String,"{""Rapid"":""Rapid 8"",""Reload"":""reload 12"",""Range"":""slug cartridge (range 30/120)""}",String,false,Boolean,MartialBlaster,String,3.5,String,,,,,,
Core,Hidden blade,2023-05-30T20:15:38.6852497Z,Unknown,String,PHB,String,Core,String,75,Int32,0,Int32,4,Int32,1,Int32,Kinetic,String,Weapon,String,[],String,Hidden blade,String,"[""Finesse"",""fixed"",""hidden"",""light""]",String,"{""Finesse"":""Finesse"",""Fixed"":""fixed"",""Hidden"":""hidden"",""Light"":""light""}",String,false,Boolean,MartialVibroweapon,String,1,String,,,,,,
Core,Hold-out,2023-05-30T20:15:38.6792533Z,Unknown,String,PHB,String,Core,String,225,Int32,0,Int32,4,Int32,1,Int32,Energy,String,Weapon,String,[],String,Hold-out,String,"[""Hidden"",""light"",""power cell (range 30/120)"",""reload 8""]",String,"{""Hidden"":""Hidden"",""Light"":""light"",""Power Cell"":""power cell (range 30/120)"",""Reload"":""reload 8""}",String,false,Boolean,SimpleBlaster,String,0.5,String,,,,,,
Core,Holocomm,2023-05-30T20:15:38.9620914Z,Unknown,String,PHB,String,Core,String,300,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Communications,String,[],String,Holocomm,String,,String,,String,false,Boolean,Unknown,String,2,String,A holocomm is a communications unit that utilizes the HoloNet. It enables users to send and receive messages through holographic-based transmission networks.,String,,,,
Core,Holocron,2023-05-30T20:15:38.9640901Z,Unknown,String,PHB,String,Core,String,1000,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,DataRecordingAndStorage,String,[],String,Holocron,String,,String,,String,false,Boolean,Unknown,String,2,String,"Holocrons are information-storage devices used by force wielders that contain ancient lessons or valuable information in holographic form. They appear as palm-sized, glowing polyhedrons of crystalline material and hardware, and can only be activated and used through the power of the Force.",String,,,,
Core,Holorecorder,2023-05-30T20:15:38.9640901Z,Unknown,String,PHB,String,Core,String,100,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,DataRecordingAndStorage,String,[],String,Holorecorder,String,,String,,String,false,Boolean,Unknown,String,1,String,A holorecorder is a device used to record and project holograms. Some droid models are equipped with internal holorecorders.,String,,,,
Core,Holotrace device,2023-05-30T20:15:38.963091Z,Unknown,String,PHB,String,Core,String,1000,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Communications,String,[],String,Holotrace device,String,,String,,String,false,Boolean,Unknown,String,5,String,A holotrace device is a wrist-worn gadget that can be used to trace a holographic transmission back to its source.,String,,,,
Core,Holster,2023-05-30T20:15:17.2034998Z,Unknown,String,WH,String,Core,String,75,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,WeaponOrArmorAccessory,String,[],String,Holster,String,,String,,String,false,Boolean,Unknown,String,2,String,"A holster can be worn on the leg, hip, or back, and can be used to store a single weapon. You can draw a weapon stored in a holster without using an action. Once you've done so, you can't do so again until you store a weapon in the holster as an action.",String,,,,
Core,Homing beacon,2023-05-30T20:15:38.969087Z,Unknown,String,PHB,String,Core,String,450,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Utility,String,[],String,Homing beacon,String,,String,,String,false,Boolean,Unknown,String,1,String,"A homing beacon is a device used to track starships or any other entity being transported. Homing beacons transmit using non-mass HoloNet transceivers able to be tracked through hyperspace. Homing beacons are small enough that they can easily be hidden inside a ship, or tucked into some crevice on its exterior.",String,,,,
Core,Hunting rifle,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,1000,Int32,0,Int32,10,Int32,1,Int32,Kinetic,String,Weapon,String,[],String,Hunting rifle,String,"[""Reload 4"",""slug cartridge (range 125/500)"",""strength 11"",""two-handed""]",String,"{""Reload"":""Reload 4"",""Range"":""slug cartridge (range 125/500)"",""Strength"":""strength 11"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,11,String,,,,,,
Core,Hydrospanner,2023-05-30T20:15:38.9700874Z,Unknown,String,PHB,String,Core,String,10,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Utility,String,[],String,Hydrospanner,String,,String,,String,false,Boolean,Unknown,String,2,String,,,,,,
Core,Incendiary cell,2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,275,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,Incendiary cell,String,,String,,String,false,Boolean,Unknown,String,1,String,"An incendiary cell is a specialized power cell for use with blaster weapons that deal acid, energy, fire, ion, or sonic damage. The loaded weapon deals fire damage instead of its normal damage type, and when you hit with a shot it sets the ground beneath it in a 5-foot square ablaze for 1 minute. When a creature enters the fire or starts its turn there it must make a DC 14 Dexterity saving throw. On a failed save, the creature takes 1d8 fire damage or half as much on a successful one. A construct makes this save with disadvantage.",String,,,,
Core,Incinerator carbine,2023-05-30T20:15:17.4233761Z,Unknown,String,WH,String,Core,String,1650,Int32,0,Int32,6,Int32,1,Int32,Fire,String,Weapon,String,[],String,Incinerator carbine,String,"[""Dire 1"",""disintegrate 13"",""power cell (range 60/240)"",""reload 12"",""strength 11"",""two-handed""]",String,"{""Dire"":""Dire 1"",""Disintegrate"":""disintegrate 13"",""Power Cell"":""power cell (range 60/240)"",""Reload"":""reload 12"",""Strength"":""strength 11"",""Two-Handed"":""two-handed""}",String,false,Boolean,SimpleBlaster,String,7.5,String,,,,,,
Core,Incinerator pistol,2023-05-30T20:15:17.4233761Z,Unknown,String,WH,String,Core,String,1250,Int32,0,Int32,4,Int32,1,Int32,Fire,String,Weapon,String,[],String,Incinerator pistol,String,"[""Dire 1"",""disintegrate 13"",""power cell (range 40/160)"",""reload 16"",""strength 11""]",String,"{""Dire"":""Dire 1"",""Disintegrate"":""disintegrate 13"",""Power Cell"":""power cell (range 40/160)"",""Reload"":""reload 16"",""Strength"":""strength 11""}",String,false,Boolean,SimpleBlaster,String,3.5,String,,,,,,
Core,Incinerator rifle,2023-05-30T20:15:17.4253742Z,Unknown,String,WH,String,Core,String,1950,Int32,0,Int32,8,Int32,1,Int32,Fire,String,Weapon,String,[],String,Incinerator rifle,String,"[""Dire 1"",""disintegrate 13"",""power cell (range 80/320)"",""reload 8"",""strength 11"",""two-handed""]",String,"{""Dire"":""Dire 1"",""Disintegrate"":""disintegrate 13"",""Power Cell"":""power cell (range 80/320)"",""Reload"":""reload 8"",""Strength"":""strength 11"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,9.5,String,,,,,,
Core,Incinerator sniper,2023-05-30T20:15:17.4253742Z,Unknown,String,WH,String,Core,String,3300,Int32,0,Int32,10,Int32,1,Int32,Fire,String,Weapon,String,[],String,Incinerator sniper,String,"[""Dire 1"",""disintegrate 13"",""power cell (range 120/480)"",""reload 2"",""strength 15"",""two-handed""]",String,"{""Dire"":""Dire 1"",""Disintegrate"":""disintegrate 13"",""Power Cell"":""power cell (range 120/480)"",""Reload"":""reload 2"",""Strength"":""strength 15"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,14.5,String,,,,,,
Core,Ion cannon,2023-05-30T20:15:38.682252Z,Unknown,String,PHB,String,Core,String,3800,Int32,0,Int32,10,Int32,1,Int32,Ion,String,Weapon,String,[],String,Ion cannon,String,"[""Auto"",""burst 4"",""power cell (range 90/360)"",""reload 4"",""strength 15"",""two-handed""]",String,"{""Auto"":""Auto"",""Burst"":""burst 4"",""Power Cell"":""power cell (range 90/360)"",""Reload"":""reload 4"",""Strength"":""strength 15"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,16.5,String,,,,,,
Core,Ion carbine,2023-05-30T20:15:38.6792533Z,Unknown,String,PHB,String,Core,String,600,Int32,0,Int32,4,Int32,1,Int32,Ion,String,Weapon,String,[],String,Ion carbine,String,"[""Power cell (range 60/240)"",""reload 12"",""two-handed""]",String,"{""Power Cell"":""Power cell (range 60/240)"",""Reload"":""reload 12"",""Two-Handed"":""two-handed""}",String,false,Boolean,SimpleBlaster,String,6,String,,,,,,
Core,Ion pistol,2023-05-30T20:15:38.6792533Z,Unknown,String,PHB,String,Core,String,250,Int32,0,Int32,3,Int32,1,Int32,Ion,String,Weapon,String,[],String,Ion pistol,String,"[""Power cell (range 40/160)"",""reload 16""]",String,"{""Power Cell"":""Power cell (range 40/160)"",""Reload"":""reload 16""}",String,false,Boolean,SimpleBlaster,String,1,String,,,,,,
Core,Ion rifle,2023-05-30T20:15:38.6832509Z,Unknown,String,PHB,String,Core,String,1150,Int32,0,Int32,6,Int32,1,Int32,Ion,String,Weapon,String,[],String,Ion rifle,String,"[""Power cell (range 80/320)"",""reload 8"",""two-handed""]",String,"{""Power Cell"":""Power cell (range 80/320)"",""Reload"":""reload 8"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,8,String,,,,,,
Core,Jetpack,2023-05-30T20:15:38.9720867Z,Unknown,String,PHB,String,Core,String,4500,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,WeaponOrArmorAccessory,String,[],String,Jetpack,String,,String,,String,false,Boolean,Unknown,String,20,String,"Jetpacks are personal aerial transportation devices that allow the operator to fly into and through the air with great mobility. Activating or deactivating the jetpack requires a bonus action and, while active, you have a flying speed of 30 feet. The jetpack last for 1 minute per power cell (to a maximum of 10 minutes) and can be recharged by a power source or replacing the power cells.",String,,,,
Core,Jeweler's implements,2023-05-30T20:15:17.2074977Z,Unknown,String,WH,String,Core,String,250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Tool,String,[],String,Jeweler's implements,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
Core,Karrak,2023-05-30T20:15:17.206498Z,Unknown,String,WH,String,Core,String,90,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Spice,String,[],String,Karrak,String,,String,,String,false,Boolean,Unknown,String,0,String,"A powerful painkiller, karrak allows creatures to continue through the most grievous injuries. As an action, you can apply this substance to a creature within 5 feet. For the next minute, the creature experiences a high that allows them to roll an additional d3 when making an ability check or saving throw using Constitution, and at the start of each of the creature's turns it gains 2d3 temporary hit points. At the end of the high, the creature must succeed on a DC 14 Wisdom saving throw or experience a low that lasts 10 minutes, during which they must roll a d3 and subtract the result when making an ability check or saving throw using Constitution, and for the duration their current and maximum hit points are reduced by 2d3. If this would reduce your maximum hit points below 1, it instead becomes 1. At the end of the low, the creature must make a DC 14 Constitution saving throw to resist addiction.",String,,,,
Core,Kirgatz set,2023-05-30T20:15:17.2084975Z,Unknown,String,WH,String,Core,String,250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,GamingSet,String,[],String,Kirgatz set,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
Core,Kloo horn,2023-05-30T20:15:17.2084975Z,Unknown,String,WH,String,Core,String,330,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,MusicalInstrument,String,[],String,Kloo horn,String,,String,,String,false,Boolean,Unknown,String,2,String,,,,,,
Core,Laminanium assault,2023-05-30T20:15:17.4333705Z,Heavy,String,WH,String,Core,String,8000,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Laminanium assault,String,"[""Bulky"",""cumbersome"",""obscured"",""strength 15""]",String,"{""Bulky"":""Bulky"",""Cumbersome"":""cumbersome"",""Obscured"":""obscured"",""Strength"":""strength 15""}",String,true,Boolean,Unknown,String,60,String,,,17,String,,String
Core,Leg prosthesis,2023-05-30T20:15:17.2025011Z,Unknown,String,WH,String,Core,String,450,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Medical,String,[],String,Leg prosthesis,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
Core,Light physical shield,2023-05-30T20:15:38.6912462Z,Shield,String,PHB,String,Core,String,50,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Light physical shield,String,[],String,{},String,false,Boolean,Unknown,String,0,String,,,+1,String,,String
